mensaje,label
"¡Prepárate para el verano de tu vida! Te presentamos nuestra increíble promoción de vacaciones, donde podrás disfrutar de destinos de lujo a mitad de precio. Desde playas paradisíacas hasta aventuras en la montaña, tenemos el paquete perfecto para ti. ¡Reserva ahora y vive unas vacaciones inolvidables sin gastar una fortuna!",spam
"Estimado cliente, te informamos que tu factura electrónica correspondiente al último periodo de servicio ya se encuentra disponible para su descarga en tu portal de cliente. Te invitamos a acceder a tu cuenta en línea para visualizarla y realizar el pago correspondiente. Si tienes alguna duda, no dudes en contactarnos.",ham
"¡Advertencia urgente! Hemos detectado un posible intento de acceso no autorizado a tu cuenta de Netflix desde una ubicación desconocida. Para proteger tu privacidad y evitar el uso indebido de tu suscripción, te pedimos que verifiques inmediatamente tus datos de inicio de sesión haciendo clic en el siguiente enlace seguro. ¡Actúa ahora!",spam
"¡Atención, amantes de las compras! No querrás perderte nuestra increíble venta especial de electrodomésticos, donde encontrarás las mejores marcas a precios que desafían la competencia. Equipa tu hogar con tecnología de punta y ahorra como nunca antes. ¡Visítanos en línea o en tienda y aprovecha estas ofertas que vuelan!",spam
"Estimado socio, nos complace informarte que, a partir del próximo lunes, nuestro gimnasio estará ofreciendo nuevas y emocionantes clases de zumba, ideales para quemar calorías y divertirte al máximo. Te invitamos a consultar los horarios actualizados en nuestra página web y unirte a la energía de esta actividad. ¡Te esperamos!",ham
"¡Felicidades, te esperan grandes cosas! Has sido automáticamente inscrito en nuestro sorteo exclusivo para ganar un flamante auto nuevo, cortesía de nuestros patrocinadores. Cada compra que realices te da una oportunidad adicional de ser el afortunado ganador. ¡Participa y cumple el sueño de tener tu auto propio!",spam
"Confirmación de registro para el seminario web 'Marketing Digital Avanzado'. Te esperamos en línea el próximo [Fecha] a las [Hora] para una sesión llena de conocimiento y estrategias innovadoras. Asegúrate de tener una buena conexión a internet y un espacio tranquilo para aprender. ¡Estamos emocionados de contar contigo!",ham
"¡Exclusivo para nuestros nuevos usuarios! Descarga nuestra aplicación móvil ahora mismo y recibe un generoso bono de bienvenida de $10 que podrás utilizar en tu primera compra dentro de la app. Es nuestra forma de agradecerte por unirte a nuestra comunidad. ¡No esperes más y empieza a disfrutar de los beneficios!",spam
"Queremos informarte que tu suscripción a nuestro servicio se renovará automáticamente en los próximos 5 días, asegurando la continuidad de tus beneficios. Si por alguna razón deseas cancelar esta renovación, por favor, ingresa a tu perfil en línea antes de esa fecha y sigue las instrucciones. Agradecemos tu preferencia.",ham
"¡Dile adiós a las varices de una vez por todas! Descubre nuestro método natural y probado para eliminar las varices de forma efectiva y sin dolor. Conoce los secretos que te devolverán la confianza en tus piernas y te permitirán lucir tu piel radiante. Haz clic aquí para obtener la información completa y empezar hoy mismo.",spam
"Por favor, tómate un momento para revisar cuidadosamente los términos y condiciones de tu nuevo contrato de servicio. Es importante que comprendas todos los detalles y cláusulas antes de firmar. Si tienes alguna pregunta o necesitas una aclaración, no dudes en contactar a nuestro equipo de atención al cliente. Estamos para ayudarte.",ham
"¡Atención, atención! ¡Oferta increíble de pizzas gratis por tiempo limitado! Para celebrar nuestro aniversario, estamos regalando pizzas a nuestros clientes más fieles. ¡Corre a tu sucursal más cercana y pide la tuya antes de que se agoten! Válido solo hoy y hasta agotar existencias. ¡No te quedes con las ganas!",spam
"Hemos detectado un mensaje de voz no escuchado proveniente de un número desconocido en tu buzón de voz. Para acceder a él y escuchar el contenido del mensaje, por favor, haz clic en el siguiente enlace seguro. Podría ser importante. Te recomendamos escucharlo lo antes posible.",spam
"Te recordamos que la biblioteca pública de tu localidad modificará su horario de cierre los sábados. A partir de esta semana, la biblioteca cerrará sus puertas a las 7 PM. Por favor, toma nota de este cambio para planificar tus visitas. Lamentamos cualquier inconveniente que esto pueda causar.",ham
"¡Alcanza el cuerpo de tus sueños en solo 30 días! Nuestro innovador programa de fitness te garantiza resultados sorprendentes si sigues nuestras rutinas de ejercicio y plan de alimentación personalizado. ¡Es hora de transformar tu vida y sentirte mejor que nunca! Haz clic para conocer los testimonios y empezar tu cambio.",spam
"Estimado cliente, su cita con nuestro asesor financiero ha sido programada para el próximo martes a las 11 AM en nuestra oficina principal. Por favor, traiga consigo toda la documentación relevante que se le solicitó. Estamos ansiosos por ayudarle a alcanzar sus metas financieras. ¡Le esperamos!",ham
"¡Felicidades! Queremos informarte que, en agradecimiento a tu lealtad, has sido seleccionado para una prueba gratuita de nuestro servicio premium por un periodo de 30 días. Disfruta de todas las funcionalidades exclusivas sin costo alguno. ¡No hay compromisos! Inicia tu prueba y vive la experiencia completa.",spam
"Confirmamos que tu pago por los servicios recibidos ha sido procesado con éxito. Queremos agradecerte por tu pronta respuesta y confianza en nuestra empresa. Tu recibo detallado ha sido enviado a tu correo electrónico. Si tienes alguna pregunta, no dudes en contactar a nuestro equipo de soporte.",ham
"¡Alerta urgente! Hemos detectado actividad inusual y un posible intento de suspensión de tu cuenta de Instagram. Para evitar la pérdida de tus fotos y contactos, te pedimos que confirmes inmediatamente tu identidad y actualices tus datos haciendo clic en el siguiente enlace de seguridad. Tu cuenta podría ser eliminada si no actúas.",spam
"¡Gana $500 extras cada mes sin moverte de casa! ¿Te interesa un trabajo flexible y bien remunerado que puedes realizar a tu propio ritmo? Únete a nuestro equipo de teletrabajo y descubre lo fácil y rápido que es generar ingresos adicionales. ¡No se requiere experiencia previa, solo ganas de aprender!",spam
"Te recordamos que la próxima reunión de vecinos para discutir temas importantes de nuestra comunidad se llevará a cabo el miércoles a las 8 PM en el salón comunal. Tu participación es fundamental para tomar decisiones que nos beneficien a todos. ¡Esperamos contar con tu valiosa presencia!",ham
"¡Gran oportunidad! ¡Aprovecha estas becas disponibles para estudiar en el extranjero y cumplir tu sueño de una educación global! Tenemos programas en las mejores universidades del mundo y te ofrecemos apoyo en todo el proceso. ¡Aplica ya y prepárate para una experiencia que cambiará tu vida para siempre!",spam
"Estimado cliente, tu informe de crédito gratuito, que detalla tu historial crediticio y tu puntuación actual, ya está listo para ser consultado. Te invitamos a acceder a nuestro portal seguro para descargarlo y revisarlo. Conocer tu situación crediticia es clave para tomar decisiones financieras inteligentes.",ham
"¡No dejes pasar esta oportunidad de oro! Te presentamos la manera más sencilla de invertir en criptomonedas y volverte rico en poco tiempo. Nuestra plataforma te ofrece las herramientas y el conocimiento para maximizar tus ganancias. ¡El futuro financiero está en tus manos, no esperes más para unirte a la revolución cripto!",spam
"Confirmación de reserva de hotel: Tu estadía en el Hotel [Nombre del Hotel] ha sido confirmada para las fechas que solicitaste. Esperamos que disfrutes de tu estadía y que tengas una experiencia maravillosa en nuestra ciudad. Si necesitas algo, no dudes en contactar a la recepción. ¡Bienvenido!",ham
"¡Felicidades! Tu solicitud de préstamo personal ha sido aprobada de manera expedita. Nos complace informarte que recibirás el dinero directamente en tu cuenta bancaria en las próximas horas, sin demoras ni trámites adicionales. ¡Utiliza los fondos sabiamente y haz realidad tus proyectos hoy mismo!",spam
"Tu pedido de comida de [Nombre del Restaurante] ya está en camino a tu domicilio. Estimamos que llegará en aproximadamente 15 minutos. Por favor, ten listo tu pago si es contra entrega. ¡Esperamos que disfrutes de tu deliciosa comida y que tengas una excelente tarde!",ham
"¡Obtén un préstamo hipotecario con las tasas de interés más bajas del mercado! No dejes escapar la oportunidad de adquirir la casa de tus sueños con las condiciones más favorables. Nuestro equipo de expertos te guiará en cada paso del proceso para que obtengas la mejor hipoteca para ti. ¡Contáctanos hoy!",spam
"Estimado cliente, te informamos que la factura de tu tarjeta de crédito correspondiente al último ciclo de facturación ya está disponible. Puedes consultarla y realizar tu pago de manera segura y rápida desde nuestro portal en línea o a través de nuestra aplicación móvil. Tu comodidad es nuestra prioridad.",ham
"¡Atención, suscriptor! Lamentamos informarte que tu suscripción a Amazon Prime ha caducado. Para que no pierdas todos los beneficios de envíos rápidos y contenido exclusivo, te ofrecemos un descuento especial si renuevas tu suscripción ahora mismo. ¡No te quedes sin Prime, la oferta es por tiempo limitado!",spam
"¡Feliz cumpleaños! Queremos celebrarte con un regalo muy especial. ¡Recibe un bono de $100 que podrás utilizar en cualquiera de nuestras tiendas! Haz clic en el enlace para reclamar tu regalo y disfrutar de un día de compras. ¡Es nuestra forma de agradecerte por ser un cliente tan valioso!",spam
"Este es un recordatorio amable de que el próximo pago de tu hipoteca vence el 15 de junio. Por favor, asegúrate de tener los fondos suficientes en tu cuenta para evitar cargos por mora. Puedes revisar los detalles de tu pago en el portal de cliente. Agradecemos tu cumplimiento y confianza.",ham
"¡No te pierdas nuestra espectacular venta de liquidación de temporada! Estamos vaciando nuestros almacenes para dar paso a la nueva colección, lo que significa grandes descuentos para ti en una amplia variedad de productos. ¡Es tu oportunidad de llevarte lo mejor a precios increíbles! ¡Corre antes de que se acabe todo!",spam
"¡Alerta urgente! Hemos detectado que tu cuenta bancaria ha sido bloqueada temporalmente debido a múltiples intentos fallidos de inicio de sesión o actividad sospechosa. Para restablecer el acceso y proteger tus fondos, te pedimos que verifiques tu identidad haciendo clic en el siguiente enlace de seguridad. ¡Actúa de inmediato!",spam
"Estimado estudiante, te recordamos que el examen final de historia universal se llevará a cabo el próximo 20 de julio en el auditorio de la universidad. Asegúrate de haber repasado todos los temas y llegado a tiempo. ¡Te deseamos mucho éxito en tu preparación y en tu examen!",ham
"¡Felicidades! Tu número ha sido seleccionado al azar en nuestra lotería especial y has ganado un increíble premio de un millón de dólares. Para reclamar tu fortuna y cambiar tu vida para siempre, solo necesitas responder unas pocas preguntas en nuestro sitio web seguro. ¡No dejes escapar esta oportunidad única!",spam
"Confirmación de vuelo: Tu vuelo con destino a [Ciudad de Destino] saldrá a las 9 AM de la puerta A12. Te recomendamos presentarte con suficiente antelación para realizar los trámites de seguridad y embarque. ¡Que tengas un excelente viaje y disfrutes de tu destino!",ham
"¿Necesitas dinero extra para tus vacaciones soñadas o para un imprevisto? ¡Tenemos la solución financiera ideal para ti! Solicita nuestro crédito rápido con aprobación instantánea y recibe los fondos en tu cuenta en cuestión de horas. ¡No esperes más para hacer realidad tus planes y disfrutar de la vida!",spam
"Estimado cliente, tu cita con el especialista ha sido reprogramada para el próximo lunes a las 10:00 AM. Lamentamos cualquier inconveniente que este cambio pueda causarte y esperamos que la nueva fecha sea conveniente para ti. Por favor, confírmanos tu asistencia. ¡Te esperamos para atenderte!",ham
"¡Alerta de seguridad urgente! Hemos recibido reportes de que tu cuenta de Facebook ha sido hackeada y se está utilizando para enviar spam. Para proteger tu información personal y recuperar el control de tu perfil, te pedimos que recuperes tu contraseña de inmediato haciendo clic en el siguiente enlace de seguridad. ¡Actúa ahora!",spam
"¡Felicidades, eres nuestro visitante número 1,000,000! Como muestra de nuestro agradecimiento por tu lealtad y apoyo, queremos ofrecerte un premio especial completamente gratis. Para reclamarlo y celebrar este hito con nosotros, haz clic en el enlace y sigue las instrucciones. ¡Es tu día de suerte!",spam
"Solo para recordarte que el plazo final para la entrega de tu informe trimestral es el próximo viernes a las 5 PM. Asegúrate de haber completado todos los requisitos y enviado el documento a tiempo. Tu colaboración es fundamental para el éxito de nuestro equipo. ¡Contamos contigo!",ham
"¡Promoción imperdible! ¡Solo por tiempo limitado! Compra uno de nuestros productos estrella y recibe otro completamente gratis. Es tu oportunidad de duplicar tus beneficios y disfrutar de la calidad que ofrecemos. ¡No dejes que se escape esta increíble oferta, disponible hasta agotar existencias!",spam
"Tu código de seguridad temporal para acceder a tu cuenta es 7890. Recuerda que este código es válido por un tiempo limitado y te recomendamos encarecidamente cambiar tu contraseña por una más segura tan pronto como inicies sesión. Protege tu información y mantente seguro.",ham
"¡Descuento masivo del 75% en todos los productos electrónicos! Es tu oportunidad de renovar tus dispositivos tecnológicos con las mejores marcas y a precios increíbles. Desde smartphones hasta laptops, tenemos todo lo que necesitas. ¡Visita nuestra tienda en línea ahora y aprovecha esta venta que no durará!",spam
"Estimado cliente, te informamos que tu pago se encuentra pendiente. Por favor, regulariza tu situación lo antes posible para evitar la suspensión de tu servicio y la aplicación de cargos adicionales por mora. Puedes realizar tu pago de forma segura en nuestro portal en línea o en cualquier sucursal. Gracias por tu atención.",ham
"¡Felicidades! Queremos informarte que, por tu reciente compra, has sido automáticamente inscrito en nuestro sorteo exclusivo para ganar un flamante auto de lujo. ¡Cada producto que adquieras te da una oportunidad adicional de ser el afortunado ganador! No dejes escapar esta increíble oportunidad de manejar el auto de tus sueños.",spam
"Tu registro para el curso de programación en Python ha sido exitoso. Te damos la bienvenida a nuestra comunidad de aprendizaje. Recibirás un correo electrónico en breve con todos los detalles para acceder a la plataforma y comenzar tus lecciones. ¡Estamos emocionados de acompañarte en este camino!",ham
"¡Dinero fácil y rápido en la palma de tu mano! ¿Cansado de la rutina de oficina? Trabaja desde la comodidad de tu casa y sé tu propio jefe con nuestro innovador modelo de negocio. Te ofrecemos la capacitación y el soporte necesario para empezar a generar ingresos significativos. ¡Haz clic aquí y descubre cómo!",spam
"Queremos informarte que el servicio de internet en tu zona estará inactivo por un mantenimiento programado. Esto ocurrirá desde la 1 AM hasta las 3 AM. Agradecemos tu comprensión y paciencia durante este periodo, ya que trabajamos para mejorar la calidad de tu conexión. Te informaremos cuando el servicio se restaure.",ham
"¡Atención, atención! Tenemos una sorpresa para ti. Has ganado un bono de $200 para gastar en cualquiera de nuestros productos y servicios. Es nuestra forma de agradecer tu lealtad. Para reclamar tu bono y empezar a ahorrar, simplemente haz clic en el enlace adjunto. ¡No dejes pasar esta oportunidad de oro!",spam
"Tu reporte de consumo de datos móviles, con el detalle de tu uso de internet, llamadas y mensajes, ya está disponible en nuestra aplicación. Te invitamos a revisarlo para tener un mejor control de tus gastos y planificar tu consumo. Recuerda que puedes acceder a él en cualquier momento desde tu dispositivo.",ham
"¡Última oportunidad que no puedes perderte! Te presentamos una oferta increíble para obtener un préstamo sin intereses. Sí, ¡lo leíste bien! Financia tus proyectos sin pagar ni un solo peso de más. Esta promoción es por tiempo muy limitado, así que no dejes escapar la oportunidad de ahorrar. ¡Solicita tu préstamo ahora!",spam
"Te recordamos que el evento benéfico para recaudar fondos en apoyo a [Causa] se llevará a cabo el próximo 25 de junio en el parque central de nuestra ciudad. Habrá actividades para toda la familia y música en vivo. ¡Tu presencia y apoyo son fundamentales para hacer una diferencia!",ham
"¡Felicidades! Has sido preseleccionado para un crédito automotriz con las tasas más bajas del mercado, diseñado para que puedas adquirir el auto de tus sueños sin complicaciones. Nuestro equipo de expertos te guiará en cada paso del proceso para que obtengas la mejor oferta. ¡Contáctanos hoy mismo para más detalles!",spam
"Tu clave temporal de acceso es: 1234. Por razones de seguridad, te recomendamos encarecidamente que la cambies por una contraseña personal y más segura tan pronto como inicies sesión en tu cuenta. Esto ayudará a proteger tu información y evitará accesos no autorizados. Tu seguridad es nuestra prioridad.",ham
"¡No te lo puedes perder! Hemos lanzado la mejor oferta en vuelos a Europa que encontrarás en el mercado. Descubre destinos increíbles como París, Roma o Londres a precios que no podrás creer. ¡Reserva tus boletos ahora y empieza a planificar la aventura de tu vida! Las plazas son limitadas, ¡así que no esperes!",spam
"El recibo detallado de tu última compra en nuestra tienda ha sido enviado automáticamente a tu correo electrónico. Por favor, revisa tu bandeja de entrada y, si no lo encuentras, comprueba tu carpeta de spam. Si tienes alguna pregunta o necesitas una copia adicional, no dudes en contactarnos. ¡Gracias por tu compra!",ham
"¡Felicidades! Has sido el afortunado seleccionado para ganar un increíble viaje a Disney World para toda tu familia. Es tu oportunidad de vivir la magia y crear recuerdos inolvidables con tus seres queridos. Para participar y reclamar tu premio, haz clic en el siguiente enlace y sigue los sencillos pasos. ¡La aventura te espera!",spam
"Estimado cliente, su factura del mes de junio ya está disponible. Puede descargarla en www.facturasonline-ficticio.com o escribirnos a facturacion@facturasonline-ficticio.com",ham
"¡Increíble promoción! Solo por hoy, obtén un 80% de descuento en nuestra tienda. Regístrate en www.descuentosexclusivos-ficticio.com o consulta con ventas@descuentosexclusivos-ficticio.com",spam
"Hola Marta, confirmamos tu reservación en el restaurante para el viernes a las 8 PM. Si necesitas hacer cambios, contáctanos en reservas@restauranteficticio.com",ham
"¡No dejes pasar esta oportunidad! Gana un premio instantáneo registrándote en www.regalosgratis-ficticio.com antes de que expire la oferta. Más información en premios@regalosgratis-ficticio.com",spam
"Tu suscripción a nuestro servicio ha sido renovada exitosamente. Puedes consultar los detalles en www.serviciosonline-ficticio.com o escribirnos a soporte@serviciosonline-ficticio.com",ham
"¡Oferta exclusiva! Solo por tiempo limitado, obtén un producto gratis con tu primera compra. Ingresa a www.promocionesespeciales-ficticio.com y usa el código REGALO100",spam
"Su vuelo ha sido confirmado. Consulte su itinerario en www.aerolineaficticia.com o escribanos a soporte@aerolineaficticia.com",ham
"¡Gana dinero fácilmente desde casa! Solo necesitas registrarte en www.trabajoremoto-ficticio.com y seguir nuestros simples pasos",spam
"¡ATENCIÓN! Has sido seleccionado para recibir un premio de $10,000 USD. Solo debes completar el formulario en www.premiosglobales24.com/claim antes del 30/11. Envíanos tus datos a premios@verificacion-global.net para procesar tu entrega. ¡Esta oferta es limitada y exclusiva!",spam
"Estimado cliente: Su factura de electricidad #456789 está lista para su pago. Vence el 15/12/2023. Puede pagar en línea visitando https://mi.servicioelectrico.com/pagos o en nuestras oficinas en Av. Principal 1234. Para consultas, contacte a soporte@servicioelectrico.com",ham
"¡OFERTA RELÁMPAGO! Samsung Galaxy S23 Ultra 256GB por solo $299 (valor real $1,199). Stock limitado. Compra ahora en www.tecnodescuentos.com/ofertas y usa el cupón MEGAOFR23. Envío gratis por 24 horas. ¡No pierdas esta oportunidad única! Contacto: ventas@tecnodescuentos.com",spam
"Recordatorio importante: Su cita con el Dr. Martínez (Dermatología) está programada para el 5/12 a las 14:30 hrs. Llegue 15 mins antes. Dirección: Clínica San José, piso 3, consultorio 302. Confirmar asistencia al teléfono 555-1234 o email citas@clinicasanjose.com. Cancelar con 24h de anticipación.",ham
"¡¡GANA $5,000 USD SEMANALES trabajando desde casa!! Solo necesitas computadora e internet. Registrate hoy mismo en www.empleosremotosvip.com/registro y comienza mañana mismo. Envía CV a reclutamiento@trabajos-globales.com. ¡Sin experiencia necesaria! ¡100% garantizado!",spam
"Estimado usuario: Su pedido #789456 (Libro: 'Inteligencia Artificial Moderna') ha sido enviado. Número de seguimiento: ABX789456123. Puede rastrearlo en www.enviosrapidos.com.co/rastreo. Llegada estimada: 7/12. Para consultas: soporte@enviosrapidos.com.co o al 01-800-ENVIOS.",ham
"¡URGENTE! Tu cuenta de Netflix ha sido suspendida. Actualiza tus datos de pago inmediatamente en www.netflix-seguridad.com/verificacion para evitar la cancelación permanente. Si no actúas en 24h, perderás todo tu historial. Contacto: seguridad@netflix-soporte.net (No responder este email)",spam
"Información académica: Las calificaciones del semestre 2023-2 ya están disponibles en el portal https://portal.uni.edu.co/mi-cuenta. Para revisión de exámenes, solicitar cita con su profesor antes del 15/12. Secretaría académica: academica@uni.edu.co. Horario atención: L-V 8am-5pm.",ham
"¡¡INCREÍBLE OPORTUNIDAD DE INVERSIÓN!! Bitcoin garantizado 300% retorno en 3 meses. Deposite mínimo $1,000 USD en www.cripto-inversiones-seguras.com/invierte y reciba bonificación del 15%. Soporte 24/7: soporte@cripto-inv.com. ¡No deje pasar esta oportunidad única en la vida!",spam
"Confirmación reserva Hotel Marbella: Del 20 al 27/12/2023. Habitación Deluxe con vista al mar. Check-in: 3pm. Dirección: Carrera 10 #25-30, Cartagena. Presentar este email y documento de identidad. Cancelaciones: reservas@hotelmarbella.com.co o teléfono +57-5-6543210. ¡Gracias por elegirnos!",ham
"¡ALERTA DE SEGURIDAD! Tu dispositivo Android está infectado con 5 virus. Descarga inmediatamente el limpiador en www.android-protect.com/scan-now para evitar robo de datos. Versión premium gratis por 48 horas. Contacto emergencias: help@android-security-alert.com. ¡ACTÚA YA!",spam
"Notificación legal: El documento #45678 está listo para firma en la Notaría 15. Presentarse antes del 10/12 con cédula original. Dirección: Calle 45 #12-30, piso 2. Horario: 8am-2pm. Consultas al email notaria15@notariado.gov.co o teléfono 555-4567. Evite multas por demora.",ham
"¡¡PRUEBA GRATIS POR 30 DÍAS nuestro suplemento para bajar 10kg en 2 semanas!! Sin dietas ni ejercicio. Solo 2 cápsulas diarias. Solicítelo ahora en www.milagroparaperderpeso.com/envio-express y pague solo $49.99 después del trial. Garantía 100% satisfacción. WhatsApp: +1-800-555-7896",spam
"Recordatorio vuelo AV825: Bogotá-Miami 18/12, salida 7:30am. Presentarse 3h antes. Terminal 1, puerta D12. Equipaje permitido: 1 maleta 23kg + 1 carry-on. Check-in online disponible en www.avianca.com/checkin desde 48h antes. Consultas: contacto@avianca.com o *9999 desde móviles.",ham
"¡¡GANADOR CONFIRMADO!! Tu número 4587 ha ganado $250,000 en la Lotería Internacional. Reclama antes de 72h en www.loteria-premiosglobales.org/winning. Envía comprobante a premios@loteriainternacional-verificacion.com. ¡Felicidades de parte del equipo de premios!",spam
"Estimado asociado: La asamblea general anual será el 15/12 a las 18:00 hrs en el Centro de Convenciones (Sala B). Agenda: 1) Informe financiero 2) Elección nueva junta 3) Proyectos 2024. Confirmar asistencia a secretaria@asociacionabc.org o al 555-7890 ext. 123. Documentación disponible en www.asociacionabc.org/asamblea2023",ham
"¡¡OFERTA EXCLUSIVA PARA CLIENTES SELECTOS!! Tarjeta de crédito Platinum con $500,000 de límite SIN verificación de ingresos. Aprobación inmediata en www.tarjetas-exclusivas.com/solicitud-express. Tasa 0% primer año. Contacto preferencial: clientesvip@tarjetasexclusivas.net. ¡Solo hasta agotar cupos!",spam
"Información importante: Su examen médico programado para el 8/12 requiere ayuno de 8 horas. Presentarse en Laboratorio Clínico Central, piso 2, ventanilla 5 entre 7-9am. Traer orden médica y documento de identidad. Resultados en 72h via email (resultados@labcentral.com) o portal https://pacientes.labcentral.com",ham
"¡¡HERENCIA MILLONARIA!! Un familiar lejano le ha dejado $2.5 millones USD. Contacte urgentemente al abogado Robert Smith: smithlegal@outlook.com o WhatsApp +447458963214. Documentación requerida: copia de cédula y comprobante de domicilio. ¡Resuelva en 7 días o perderá el derecho!",spam
"Confirmación taller 'Marketing Digital 2024': Fecha: 12-14/12, 9am-1pm. Lugar: Centro de Innovación (Sala 304). Materiales: laptop con Excel. Incluye coffee break y certificado. Consultas: formacion@camaradecomercio.org.co. Estacionamiento gratuito presentando este email. Cancelaciones con 48h anticipación.",ham
"¡¡SORPRENDE ESTA NAVIDAD!! iPhone 15 Pro Max 1TB por solo $599 (70% descuento). Envío express gratis. Compra segura en www.tecnologia-superdescuentos.com/iphone-oferta. Pago con criptomonedas aceptado. Garantía 2 años. Oferta válida hasta 15/12 o agotar existencias. Soporte: ventas@tecnologiasuper.com",spam
"Notificación bancaria: Su cuenta de ahorros #****7895 ha sido acreditada con $1,250,000 (Transferencia #456123). Saldo disponible: $2,856,320. Para reclamos contacte soporte@bancoseguro.com o línea gratuita 01-800-1234567. Recuerde nunca compartir claves. Visite https://www.bancoseguro.com/seguridad para tips de protección.",ham
"¡¡EMERGENCIA MÉDICA!! Su pariente Juan Pérez ha sufrido un accidente. Transferir $5,000 USD urgentemente para tratamiento. Contacte al hospital: +1-786-555-3498 o email emergencias@hospital-florida-respuesta.com. Datos para transferencia: Banco Western, SWIFT: WERTUS33, Cuenta: 456789123. ¡ACCIÓN INMEDIATA REQUERIDA!",spam
"Recordatorio importante: El mantenimiento programado del servidor será este sábado 9/12 de 2:00am a 6:00am. Todos los sistemas estarán offline. Guarde su trabajo con anticipación. Para emergencias durante el mantenimiento, contacte a soporte-tecnico@empresa.com o al celular 310-555-7890 (solo emergencias).",ham
"¡¡NUEVO MÉTODO PARA AUMENTAR EL PENE 5-7CM EN 4 SEMANAS!! Sin cirugía. Kit completo por solo $99.99 + envío gratis. Pague con PayPal. Garantía de devolución. Pedidos a info@saludmasculina-premium.com o WhatsApp +34-688-555-123. Visite www.saludmasculina-premium.com/testimonios para ver resultados reales!",spam
"Estimado estudiante: La biblioteca informa que tiene 2 libros vencidos ('Inteligencia Artificial' - 45 días, 'Cálculo Avanzado' - 12 días). Regularice antes del 15/12 para evitar sanciones. Renovaciones en https://biblioteca.uni.edu.co/micuenta o email biblioteca@uni.edu.co. Horario ampliado de fin de semestre: 7am-10pm.",ham
"¡¡LLAMADO URGENTE DEL FISCALÍA!! Hay una orden de arresto contra usted por evasión fiscal. Contacte inmediatamente al abogado asignado: fiscalia-abogadodefensor@respueta-fiscal.org o teléfono +52-55-5555-7890 (opción 2). Caso #456123. ¡RESUELVA HOY MISMO ANTES DE PROCEDER CON LA DETENCIÓN!",spam
"Confirmación de cita técnica: Servicio de mantenimiento para aire acondicionado el 11/12 entre 8am-12pm. Técnico asignado: Carlos Gómez (ID #456). Presentar este email. Cancelaciones con 24h de anticipación al 555-1234 o citas@climatizacionprofesional.com. Evaluación gratuita de otros equipos disponible.",ham
"¡¡INVERSIÓN SEGURA EN ORO!! Retornos del 25% trimestral garantizado. Deposite desde $5,000 USD en www.oro-inversion-segura.com/registro y reciba bono del 10%. Asesoría personalizada con expertos: inversion@oro-seguro.com o WhatsApp +1-305-555-4567. ¡Proteja su capital contra la inflación!",spam
"Notificación de entrega: Su paquete Amazon #D456789 será entregado mañana 7/12 entre 9am-3pm. Dirección: Cra 25 #45-67 apt 302. Seguimiento en www.amazon.com/mispedidos/DS456789. Si no estará, reprograme en el link. Contacto: soporte@amazon-deliveries.com. ¡Gracias por elegir Amazon!",ham
"¡¡ADVERTENCIA DE HACKEO!! Tus fotos íntimas han sido comprometidas. Paga $500 USD en Bitcoin antes de 48h o serán publicadas. Instrucciones: www.privacidad-segura.com/pago-rescate. Contacto: seguridad@proteccion-datos-privados.com. No ignores este mensaje o te arrepentirás. Caso #789456",spam
"Recordatorio vacunación COVID-19: Segunda dosis programada para el 10/12 en el Centro de Salud Norte (Puesto 5). Llevar documento de identidad y carné de vacunación. Horario preferencial para adultos mayores: 8-10am. Consultas: vacunacion@salud.gov.co o línea 192 opción 3. ¡Protejámonos juntos!",ham
"¡¡LIQUIDACIÓN TOTAL!! Tienda XYZ en quiebra. Todo debe irse. Zapatos 80% off, ropa 90% off, electrónicos 70% off. Solo efectivo. Dirección: Centro Comercial Plaza Mayor, local 45. Horario especial 24 horas hasta agotar existencias. Más info: ventas@tienda-xyz-liquida.com. ¡NO TE LO PIERDAS!",spam
"Estimado cliente: Su suscripción a Revista Tecnológica renovará automáticamente el 15/12 por $99,000/año. Para cancelar o cambiar método de pago, visite https://suscripciones.revistatecnologica.com/micuenta antes del 10/12. Consultas: clientes@revistatecnologica.com. Gracias por su preferencia.",ham
"¡¡PRÉSTAMOS EXPRESS SIN BURO!! Desde $5,000 hasta $500,000 MXN. Aprobación en 15 minutos. Sin aval. Solicite ahora en www.prestamos-rapidos-creditos.com/solicitud. Tasas desde 5% mensual. WhatsApp: +52-55-1234-5678. ¡Dinero en tu cuenta hoy mismo! Ofertas válidas solo hasta 15/12.",spam
"Información importante sobre su poliza #456123: El pago de su seguro de auto ha sido procesado correctamente. Vigencia hasta 15/12/2024. Descargue su carné actualizado en https://segurosconfiables.com/mis-polizas. Para modificaciones: polizas@segurosconfiables.com o teléfono 800-123-4567. Conduzca con seguridad.",ham
"¡¡ÚLTIMA OPORTUNIDAD!! Diploma universitario en 30 días sin estudiar. Validación internacional. Precio normal $2,990, HOY solo $990. Inscríbase ahora en www.diplomas-express-validos.com/registro. Contacto: info@diplomasvalidos.com. ¡No deje que la falta de título limite su futuro! Oferta válida 48h.",spam
"Confirmación de reserva: Vuelo LATAM 2341 Santiago-Lima 20/12, despega 6:45am. Check-in online abre 48h antes. Equipaje permitido: 1 maleta 23kg + equipaje de mano 8kg. Presentarse 3h antes. Consultas: contacto@latam.com o *626 desde móviles. ¡Buen viaje!",ham
